sale_id,order_id,product_id,quantity,price,total_amount
289,2463,10,4,1144.42,4577.68
290,2213,97,4,1884.02,7536.08
291,1936,43,3,744.78,2234.34
292,1966,55,3,526.04,1578.12
293,1662,71,3,722.89,2168.67
294,88,6,4,1354.24,5416.96
295,1241,6,2,1354.24,2708.48
296,573,77,2,1205.76,2411.52
297,814,48,1,737.51,737.51
298,179,77,3,1205.76,3617.2799999999997
299,1726,2,3,1707.58,5122.74
300,163,83,3,1967.68,5903.04
301,2641,51,1,1091.47,1091.47
302,1006,61,3,545.14,1635.42
303,2349,19,2,266.24,532.48
304,2422,2,3,1707.58,5122.74
305,2756,51,1,1091.47,1091.47
306,203,26,4,321.7,1286.8
307,47,70,4,114.45,457.8
308,463,20,2,906.71,1813.42
309,408,23,2,976.97,1953.94
310,1218,54,2,575.35,1150.7
311,2475,15,4,510.17,2040.68
312,930,6,3,1354.24,4062.7200000000003
313,317,92,1,479.47,479.47
314,1503,35,1,626.49,626.49
315,421,75,3,923.18,2769.54
316,1293,8,4,1203.03,4812.12
317,1735,57,4,476.59,1906.36
318,1760,50,1,371.08,371.08
319,263,49,2,644.32,1288.64
320,1450,88,2,1040.99,2081.98
321,2214,21,1,443.35,443.35
322,1716,36,1,255.71,255.71
323,428,71,3,722.89,2168.67
324,397,69,3,851.52,2554.56
325,1240,58,3,1138.3,3414.8999999999996
326,796,63,3,1407.79,4223.37
327,107,93,3,1436.74,4310.22
328,98,16,3,549.33,1647.9900000000002
329,1904,6,2,1354.24,2708.48
330,1281,78,1,207.66,207.66
331,43,52,4,995.42,3981.68
332,2290,2,3,1707.58,5122.74
333,1578,89,2,1406.83,2813.66
334,95,95,1,729.9,729.9
335,1970,77,1,1205.76,1205.76
336,1790,18,1,1435.79,1435.79
337,188,81,3,1616.12,4848.36
338,385,92,3,479.47,1438.41
339,819,76,4,1128.14,4512.56
340,1149,35,3,626.49,1879.47
341,1697,86,1,1606.77,1606.77
342,2135,39,1,862.19,862.19
343,2537,1,2,1834.17,3668.34
344,226,37,2,940.24,1880.48
345,1681,21,4,443.35,1773.4
346,2393,1,2,1834.17,3668.34
347,1898,4,4,236.05,944.2
348,518,96,2,237.54,475.08
349,1733,58,1,1138.3,1138.3
350,296,1,3,1834.17,5502.51
351,414,13,3,1705.38,5116.14
352,1861,46,4,1313.0,5252.0
353,1996,47,3,51.01,153.03
354,2183,81,3,1616.12,4848.36
355,2029,76,2,1128.14,2256.28
356,2573,7,1,1348.55,1348.55
357,4,51,3,1091.47,3274.41
358,178,3,1,926.43,926.43
359,746,50,2,371.08,742.16
360,259,26,2,321.7,643.4
361,652,31,3,1217.79,3653.37
362,1819,100,3,1683.53,5050.59
363,1387,62,2,531.41,1062.82
364,2592,26,2,321.7,643.4
365,2483,67,4,570.22,2280.88
366,1297,55,4,526.04,2104.16
367,290,28,1,1102.69,1102.69
368,803,44,2,1818.32,3636.64
369,2531,81,1,1616.12,1616.12
370,2022,38,2,475.96,951.92
371,234,30,1,1888.56,1888.56
372,408,66,4,1995.59,7982.36
373,694,8,2,1203.03,2406.06
374,1170,14,2,1457.37,2914.74
375,562,99,1,1059.62,1059.62
376,2478,62,1,531.41,531.41
377,432,75,3,923.18,2769.54
378,1569,63,3,1407.79,4223.37
379,2545,79,4,770.83,3083.32
380,983,66,2,1995.59,3991.18
381,1435,96,2,237.54,475.08
382,897,40,1,1772.4,1772.4
383,2875,13,4,1705.38,6821.52
384,778,17,2,128.85,257.7
385,223,15,4,510.17,2040.68
386,1772,33,3,1766.91,5300.7300000000005
387,1689,16,1,549.33,549.33
388,468,13,2,1705.38,3410.76
389,2617,86,1,1606.77,1606.77
390,1346,23,3,976.97,2930.91
391,2423,36,4,255.71,1022.84
392,2575,43,4,744.78,2979.12
393,412,50,3,371.08,1113.24
394,2317,74,3,1085.32,3255.96
395,626,81,2,1616.12,3232.24
396,1276,94,2,1628.53,3257.06
397,1012,13,2,1705.38,3410.76
398,1678,30,2,1888.56,3777.12
399,2498,57,2,476.59,953.18
400,802,30,4,1888.56,7554.24
401,1893,71,2,722.89,1445.78
402,1561,10,3,1144.42,3433.26
403,1392,99,3,1059.62,3178.8599999999997
404,2870,66,2,1995.59,3991.18
405,255,94,3,1628.53,4885.59
406,1487,83,1,1967.68,1967.68
407,2174,39,4,862.19,3448.76
408,1417,37,4,940.24,3760.96
409,762,3,2,926.43,1852.86
410,2847,89,1,1406.83,1406.83
411,1358,34,2,1267.49,2534.98
412,565,86,2,1606.77,3213.54
413,1392,38,3,475.96,1427.8799999999999
414,1579,14,4,1457.37,5829.48
415,2504,64,1,1438.93,1438.93
416,1091,39,3,862.19,2586.57
417,2960,54,4,575.35,2301.4
418,1619,2,4,1707.58,6830.32
419,2910,96,2,237.54,475.08
420,2665,43,1,744.78,744.78
421,400,53,2,1400.25,2800.5
422,287,3,3,926.43,2779.29
423,2234,41,2,682.47,1364.94
424,2332,8,2,1203.03,2406.06
425,1540,90,4,1723.8,6895.2
426,2698,96,4,237.54,950.16
427,2739,75,3,923.18,2769.54
428,237,63,4,1407.79,5631.16
429,815,65,4,338.77,1355.08
430,928,79,4,770.83,3083.32
431,414,4,2,236.05,472.1
432,1956,68,1,1954.4,1954.4
433,2057,92,3,479.47,1438.41
434,420,10,2,1144.42,2288.84
435,29,75,3,923.18,2769.54
436,2396,50,2,371.08,742.16
437,661,23,3,976.97,2930.91
438,2624,61,4,545.14,2180.56
439,450,47,3,51.01,153.03
440,380,3,1,926.43,926.43
441,2747,17,3,128.85,386.54999999999995
442,2414,22,1,1796.74,1796.74
443,1251,91,3,685.62,2056.86
444,2460,16,4,549.33,2197.32
445,2999,80,3,522.21,1566.63
446,356,3,2,926.43,1852.86
447,2302,52,4,995.42,3981.68
448,1697,33,4,1766.91,7067.64
449,727,42,2,288.07,576.14
450,1468,2,4,1707.58,6830.32
451,2729,39,4,862.19,3448.76
452,810,46,2,1313.0,2626.0
453,1904,48,4,737.51,2950.04
454,2521,27,4,1228.61,4914.44
455,416,15,4,510.17,2040.68
456,600,7,4,1348.55,5394.2
457,1340,57,3,476.59,1429.77
458,2508,42,4,288.07,1152.28
459,79,9,4,585.71,2342.84
460,1568,6,4,1354.24,5416.96
461,2823,57,3,476.59,1429.77
462,1095,76,1,1128.14,1128.14
463,2944,30,4,1888.56,7554.24
464,1221,55,1,526.04,526.04
465,58,84,1,827.71,827.71
466,1448,84,2,827.71,1655.42
467,1493,54,2,575.35,1150.7
468,2672,27,1,1228.61,1228.61
469,2096,84,3,827.71,2483.13
470,1459,59,4,837.48,3349.92
471,1209,7,4,1348.55,5394.2
472,839,40,4,1772.4,7089.6
473,2213,94,2,1628.53,3257.06
474,1751,72,2,1286.99,2573.98
475,1355,2,4,1707.58,6830.32
476,2378,14,1,1457.37,1457.37
477,1145,10,2,1144.42,2288.84
478,213,50,4,371.08,1484.32
479,507,18,1,1435.79,1435.79
480,2964,18,4,1435.79,5743.16
481,2849,16,2,549.33,1098.66
482,2216,52,3,995.42,2986.2599999999998
483,1570,69,3,851.52,2554.56
484,2878,52,2,995.42,1990.84
485,2835,31,1,1217.79,1217.79
486,2475,84,4,827.71,3310.84
487,1733,23,2,976.97,1953.94
488,1245,96,1,237.54,237.54
489,1016,42,4,288.07,1152.28
490,1144,81,4,1616.12,6464.48
491,1271,62,2,531.41,1062.82
492,1933,77,4,1205.76,4823.04
493,773,50,3,371.08,1113.24
494,1530,77,3,1205.76,3617.2799999999997
495,1082,81,4,1616.12,6464.48
496,1152,15,2,510.17,1020.34
497,1723,90,4,1723.8,6895.2
498,717,44,2,1818.32,3636.64
499,2134,92,2,479.47,958.94
500,104,42,3,288.07,864.21
501,2191,45,3,580.66,1741.98
502,205,94,1,1628.53,1628.53
503,2689,35,2,626.49,1252.98
504,1387,22,4,1796.74,7186.96
505,1645,74,2,1085.32,2170.64
506,1333,75,3,923.18,2769.54
507,2049,38,2,475.96,951.92
508,2059,97,1,1884.02,1884.02
509,1850,70,4,114.45,457.8
510,747,64,2,1438.93,2877.86
511,1664,7,4,1348.55,5394.2
512,1238,44,4,1818.32,7273.28
513,2019,76,3,1128.14,3384.42
514,956,7,2,1348.55,2697.1
515,2803,66,4,1995.59,7982.36
516,518,60,3,176.54,529.62
517,1439,1,1,1834.17,1834.17
518,1032,62,1,531.41,531.41
519,2053,87,2,343.9,687.8
520,2742,89,4,1406.83,5627.32
521,2160,18,2,1435.79,2871.58
522,273,7,4,1348.55,5394.2
523,422,54,3,575.35,1726.0500000000002
524,2313,67,1,570.22,570.22
525,1482,93,1,1436.74,1436.74
526,2260,10,1,1144.42,1144.42
527,782,61,1,545.14,545.14
528,2714,59,2,837.48,1674.96
529,1245,59,4,837.48,3349.92
530,2417,69,2,851.52,1703.04
531,2395,63,3,1407.79,4223.37
532,2073,98,1,825.27,825.27
533,976,8,4,1203.03,4812.12
534,1744,78,2,207.66,415.32
535,417,55,4,526.04,2104.16
536,2563,6,2,1354.24,2708.48
537,215,1,4,1834.17,7336.68
538,1136,56,4,378.17,1512.68
539,914,97,1,1884.02,1884.02
540,1583,75,2,923.18,1846.36
541,2025,88,3,1040.99,3122.9700000000003
542,428,10,4,1144.42,4577.68
543,733,23,3,976.97,2930.91
544,2747,16,1,549.33,549.33
545,2264,16,3,549.33,1647.9900000000002
546,413,56,4,378.17,1512.68
547,2428,95,4,729.9,2919.6
548,1626,6,4,1354.24,5416.96
549,232,30,2,1888.56,3777.12
550,835,63,3,1407.79,4223.37
551,258,1,2,1834.17,3668.34
552,1280,51,4,1091.47,4365.88
553,403,89,4,1406.83,5627.32
554,2472,46,1,1313.0,1313.0
555,770,21,1,443.35,443.35
556,65,99,4,1059.62,4238.48
557,2238,38,2,475.96,951.92
558,950,69,2,851.52,1703.04
559,173,63,4,1407.79,5631.16
560,2807,50,3,371.08,1113.24
561,2676,12,2,1944.84,3889.68
562,2609,69,4,851.52,3406.08
563,1251,73,1,1377.38,1377.38
564,1412,44,4,1818.32,7273.28
565,2449,52,2,995.42,1990.84
566,638,9,4,585.71,2342.84
567,949,99,3,1059.62,3178.8599999999997
568,2261,65,3,338.77,1016.31
569,2101,10,2,1144.42,2288.84
570,2672,46,4,1313.0,5252.0
571,1695,100,3,1683.53,5050.59
572,752,58,3,1138.3,3414.8999999999996
573,662,37,1,940.24,940.24
574,2187,52,2,995.42,1990.84
575,2466,99,1,1059.62,1059.62
576,143,81,1,1616.12,1616.12
577,1906,13,3,1705.38,5116.14
578,2557,6,4,1354.24,5416.96
579,2698,58,1,1138.3,1138.3
580,486,48,2,737.51,1475.02
581,992,32,2,1404.83,2809.66
582,1461,11,4,796.71,3186.84
583,2591,81,2,1616.12,3232.24
584,293,5,1,773.1,773.1
585,1644,6,4,1354.24,5416.96
586,2719,74,2,1085.32,2170.64
587,838,97,2,1884.02,3768.04
588,1038,94,1,1628.53,1628.53
589,2682,21,1,443.35,443.35
590,1751,42,1,288.07,288.07
591,272,81,1,1616.12,1616.12
592,1049,27,4,1228.61,4914.44
593,1959,3,4,926.43,3705.72
594,2370,60,4,176.54,706.16
595,806,93,3,1436.74,4310.22
596,1705,66,1,1995.59,1995.59
597,1890,93,1,1436.74,1436.74
598,883,49,4,644.32,2577.28
599,2283,100,2,1683.53,3367.06
600,832,34,2,1267.49,2534.98
601,1113,37,1,940.24,940.24
602,2192,42,1,288.07,288.07
603,2041,65,4,338.77,1355.08
604,1106,60,1,176.54,176.54
605,2637,90,2,1723.8,3447.6
606,1595,1,2,1834.17,3668.34
607,2277,59,1,837.48,837.48
608,1627,4,4,236.05,944.2
609,1890,14,4,1457.37,5829.48
610,1805,18,2,1435.79,2871.58
611,1221,34,4,1267.49,5069.96
612,274,1,2,1834.17,3668.34
613,590,53,1,1400.25,1400.25
614,2701,22,2,1796.74,3593.48
615,583,80,1,522.21,522.21
616,968,61,4,545.14,2180.56
617,1991,22,3,1796.74,5390.22
618,2420,50,3,371.08,1113.24
619,1259,16,3,549.33,1647.9900000000002
620,1311,28,2,1102.69,2205.38
621,2867,92,3,479.47,1438.41
622,572,86,2,1606.77,3213.54
623,545,70,4,114.45,457.8
624,1461,89,1,1406.83,1406.83
625,127,42,3,288.07,864.21
626,733,66,2,1995.59,3991.18
627,417,71,4,722.89,2891.56
628,638,81,4,1616.12,6464.48
629,41,35,3,626.49,1879.47
630,787,20,4,906.71,3626.84
631,297,2,4,1707.58,6830.32
632,1621,7,4,1348.55,5394.2
633,42,96,2,237.54,475.08
634,2680,49,4,644.32,2577.28
635,33,83,4,1967.68,7870.72
636,1300,76,4,1128.14,4512.56
637,2713,9,4,585.71,2342.84
638,616,27,4,1228.61,4914.44
639,948,78,2,207.66,415.32
640,1548,2,4,1707.58,6830.32
641,160,85,4,1642.04,6568.16
642,1953,68,1,1954.4,1954.4
643,2506,60,4,176.54,706.16
644,1732,85,4,1642.04,6568.16
645,2447,86,2,1606.77,3213.54
646,1843,49,4,644.32,2577.28
647,1798,2,2,1707.58,3415.16
648,1733,17,3,128.85,386.54999999999995
649,581,83,4,1967.68,7870.72
650,220,88,1,1040.99,1040.99
651,379,20,2,906.71,1813.42
652,1750,76,3,1128.14,3384.42
653,2978,89,1,1406.83,1406.83
654,1471,87,2,343.9,687.8
655,964,98,3,825.27,2475.81
656,1170,32,1,1404.83,1404.83
657,233,51,4,1091.47,4365.88
658,1395,88,1,1040.99,1040.99
659,922,42,1,288.07,288.07
660,2282,63,1,1407.79,1407.79
661,2774,89,2,1406.83,2813.66
662,367,61,4,545.14,2180.56
663,481,62,4,531.41,2125.64
664,1597,3,2,926.43,1852.86
665,2638,89,1,1406.83,1406.83
666,1119,92,4,479.47,1917.88
667,1866,76,1,1128.14,1128.14
668,2035,26,4,321.7,1286.8
669,216,48,2,737.51,1475.02
670,725,8,3,1203.03,3609.09
671,1840,5,1,773.1,773.1
672,712,11,4,796.71,3186.84
673,1888,42,4,288.07,1152.28
674,1826,99,4,1059.62,4238.48
675,985,91,2,685.62,1371.24
676,1159,41,2,682.47,1364.94
677,1107,19,3,266.24,798.72
678,391,48,2,737.51,1475.02
679,1071,53,1,1400.25,1400.25
680,392,55,2,526.04,1052.08
681,2766,61,4,545.14,2180.56
682,385,32,1,1404.83,1404.83
683,2429,46,2,1313.0,2626.0
684,1283,92,1,479.47,479.47
685,2652,36,1,255.71,255.71
686,934,18,2,1435.79,2871.58
687,1971,74,1,1085.32,1085.32
688,399,96,4,237.54,950.16
689,2148,18,4,1435.79,5743.16
690,383,12,2,1944.84,3889.68
691,2755,72,2,1286.99,2573.98
692,2058,97,4,1884.02,7536.08
693,2312,46,2,1313.0,2626.0
694,2880,55,4,526.04,2104.16
695,2678,38,1,475.96,475.96
696,2810,78,2,207.66,415.32
697,2243,2,3,1707.58,5122.74
698,2610,9,4,585.71,2342.84
699,1431,5,4,773.1,3092.4
700,1914,98,1,825.27,825.27
701,2145,19,3,266.24,798.72
702,2510,71,3,722.89,2168.67
703,758,39,3,862.19,2586.57
704,2135,42,4,288.07,1152.28
705,991,17,4,128.85,515.4
706,2125,63,3,1407.79,4223.37
707,1913,90,2,1723.8,3447.6
708,1740,46,3,1313.0,3939.0
709,1507,91,1,685.62,685.62
710,661,92,3,479.47,1438.41
711,2029,20,3,906.71,2720.13
712,1135,70,3,114.45,343.35
713,2026,8,2,1203.03,2406.06
714,765,96,3,237.54,712.62
715,2726,19,3,266.24,798.72
716,1673,32,4,1404.83,5619.32
717,2839,19,3,266.24,798.72
718,1547,24,1,1148.39,1148.39
719,583,24,4,1148.39,4593.56
720,671,56,2,378.17,756.34
721,1752,81,4,1616.12,6464.48
722,538,18,2,1435.79,2871.58
723,1822,12,2,1944.84,3889.68
724,1186,41,1,682.47,682.47
725,430,87,3,343.9,1031.6999999999998
726,1638,48,1,737.51,737.51
727,2181,82,4,967.09,3868.36
728,189,64,2,1438.93,2877.86
729,1747,16,4,549.33,2197.32
730,1702,80,2,522.21,1044.42
731,2621,100,4,1683.53,6734.12
732,2327,23,2,976.97,1953.94
733,1649,86,1,1606.77,1606.77
734,2590,39,2,862.19,1724.38
735,2012,33,3,1766.91,5300.7300000000005
736,1185,24,1,1148.39,1148.39
737,2794,61,3,545.14,1635.42
738,2947,55,4,526.04,2104.16
739,2501,61,4,545.14,2180.56
740,2937,84,2,827.71,1655.42
741,851,97,2,1884.02,3768.04
742,170,95,4,729.9,2919.6
743,830,40,1,1772.4,1772.4
744,2746,58,3,1138.3,3414.8999999999996
745,1081,72,4,1286.99,5147.96
746,1264,74,1,1085.32,1085.32
747,769,1,3,1834.17,5502.51
748,358,85,2,1642.04,3284.08
749,2249,25,1,1406.26,1406.26
750,2492,96,1,237.54,237.54
751,2875,53,4,1400.25,5601.0
752,1326,61,3,545.14,1635.42
753,2149,46,4,1313.0,5252.0
754,1121,74,2,1085.32,2170.64
755,1689,60,2,176.54,353.08
756,2986,51,3,1091.47,3274.41
757,2077,73,3,1377.38,4132.14
758,1530,84,3,827.71,2483.13
759,2713,48,4,737.51,2950.04
760,1462,84,3,827.71,2483.13
761,1403,40,3,1772.4,5317.200000000001
762,73,7,4,1348.55,5394.2
763,254,75,2,923.18,1846.36
764,1935,85,2,1642.04,3284.08
765,516,19,1,266.24,266.24
766,2797,15,2,510.17,1020.34
767,1044,70,3,114.45,343.35
